,CILUBA,French,Score,Sentiment,Nature,English,Zulu,Afrikaans,Sepedi,Xhosa,Shona
5784,Mudiba,Grenier,5.0,postive,Mot,Attic,Ikethe,Solder,Attic .,I-attic,Attic
5785,Mudiimumukole,Faix,-5.0,negative,Mot,Faix,Isimele,Faix,Faix .,Faix,FAX
5786,Mudimu,Administration,7.0,postive,Mot,Administration,Ukusingatha,Administrasie,Taolo .,Ulawulo,Manejimendi
5787,Mudimumukole,Labeur,5.0,postive,Mot,Labor,Ukusebenza,Arbeid,Modiro,Umsebenzi,Basa
5788,Mudimuwabianza,Métier,6.0,postive,Mot,Job,Umsebenzi,Job,Mošomo,Umsebenzi,Jobho
5789,Mudimuke,Prudent,8.0,postive,Mot,Careful,-Nakayo,Versigtig,Hlokomela,Ngononophelo,Chenjera
5790,Mudingi,Imposteur,-8.0,negative,Mot,Impostor,Umfundisi,Bedrieër,Moikaketši .,Umkhombe,Impostor
5791,Mudishikamine,Libre,9.0,postive,Mot,Free,Khululekile,Gratis,Lokologile,Simahla,Yemahara
5792,Mudishikamine(udi),Affranchi,8.0,postive,Mot,Freed,-Thunjya,Bevry,E lokolotšwe .,Ikhululwe,Kusunungurwa
5793,Mudisui,Orgueilleux,-7.0,negative,Mot,Proud,-Zidlayo,Trots,Itumela,Ndinekratshi,Kudada
5794,Muele,Faucille,0.0,neutral,Mot,Sickle,Isikela,Sekel,Sekele .,Irhokhwe,Zviro
5795,Muele(wanvita),Épée,5.0,postive,Mot,Sword,Insabule,Swaard,Lerumo,Ikrele,Pfumo
5796,Muena(tshisamba),Appartenir,6.0,postive,Verbe,Belong,Qondana no,Behoort,Ya,Yeyo,Ndewe
5797,Muenabademon,Démoniaque,-9.0,negative,Mot,Demonic,Amademoni,Demonies,Batemona .,Idemon,Dhimoni
5798,Muenabiakulakula,Discoureur,-4.0,negative,Mot,Discourser,Umphathi,Diskoers,Modiri wa Discourser .,I-syvier,Discourser
5799,Muenabuatu,Matelot,4.0,postive,Mot,Sailor,Itilosi,Matroos,Mosesiši wa sekepe .,Umatiloshe,Chikepe
5800,Muenabupidia,Désobéissant,-7.0,negative,Mot,Disobedient,-Ngalaleli,Ongehoorsaam,Go se kwe .,Ongathobeliyo,Vasingateereri
5801,Muenadibanza,Débiteur,-5.0,negative,Mot,Debtor,Okweletayo,Debiteur,Mokoloti .,Ityala,Vane chikwereti
5802,Muenadikenga,Misérable,-7.0,negative,Mot,Miserable,-Lusizi,Miserabel,Mahlomola,Lusizi,Kusuwa
5803,Muenadipetu,Contempteur,-6.0,negative,Mot,Contemptor,Umhluzwi,Minagter,Sephediši sa go nyatša .,Mgadi,Zvinoregedza
5804,Muenadishima,Menteur,-7.0,negative,Mot,Liar,Umqambi manga,Leuenaar,Moaketši wa maaka .,Lixoki,Murevi wenhema
5805,Muenaebelu,Hébreu,4.0,postive,Mot,Hebrew,IsiHeberu,Hebreeus,Sehebere .,IsiHebhere,ChiHebhuru
5806,Muenakaneke,Paralytique,-6.0,negative,Mot,Paralytic,Okukhubazayo,Verlamming,Go golofala ga go gola .,Ukhula,Mitezo
5807,Muenakilisto,Chrétien,8.0,postive,Mot,Christian,UmKrestu,Christen,Mokriste .,UChristian,Mukristu
5808,Muenakuabu,Parenté,6.0,postive,Mot,Relationship,Ukuzalana,Verhouding,Kamano,Ubudlelwane,Hukama
5809,MuenaLewi,Lévite,5.0,postive,Mot,Levite,Incwadi yamaLevi,Leviet,Levite .,UmLevi,Revhitiko
5810,Muenalonji,Cruel,-8.0,negative,Mot,Cruel,-Ngenamhawu,Wreed,Sehlogo,Ukhohlakele,Hutsinye
5811,Muenalubombo,Hypocrite,-7.0,negative,Mot,Hypocritical,-Zenzisa,Skynheilig,Boikarabelo .,I-hypocrical,Unyengeri
5812,Muenalukanu,Prisonnier,-6.0,negative,Mot,Prisoner,Obanjiwe,Gevangene,Mogolegwa .,Ibanjwa,Musungwa
5813,Muenalukunukunu,Zélote,5.0,postive,Mot,Zealot,Iteloki,Yweraar,Zealot .,I-zealot,Zealot
5814,Muenalungenyi,Sage,9.0,postive,Mot,Wise,-Hlakaniphile,Wys,Bohlale,Bubulumko,Kuchenjera
5815,Muenamasandi,Fornicateur,-8.0,negative,Mot,Fornicator,Umfelakazi,Hoereerder,Motho wa bootswa .,I-additor,Fornicator
5816,Muenamatandu,Disputeur,-6.0,negative,Mot,Disputer,Phamba endaweni ekabula,Dispuut,Mongangiši .,Umphangi,Discuter
5817,Muenamudi,Intempérance,-7.0,negative,Mot,Intemperance,Ukuthakaphancence,Onmatigheid,Go se leka-lekane .,I-Impimpim,Kumanikidza
5818,Muenamudimu,Domestique,7.0,postive,Mot,Domestic,-Silwane esifuyiweyo,Binnelandse,Ka nageng,Ekhaya,Domestic
5819,Muenamudimuwamumuabaaba,Jardinier,5.0,postive,Mot,Gardener,Umlimi,Tuinman,Molemi wa Serapa .,Umgcini wegadi,Gardener
5820,Muenamudio,Mangeur,3.0,postive,Mot,Eater,Endlengwane,Eter,Moja .,Okwethutyana,Kudya
5821,Muenamupongo,Magicien,4.0,postive,Mot,Magician,Umlumbi,Towenaar,Moloi wa Boselamose .,Umlingo,N'anga
5822,Muenamutshimamupuekele,Débonnaire,7.0,postive,Mot,Debonair,Isihlwangu,Debonair,Debonair .,IDebonair,Dhorieir
5823,Muenamutshimawaluse(buakukuatshisha),Libéral,8.0,postive,Mot,Liberal,-Banzi,Liberaal,Tokologo ya go ba le tokologo .,Inkululeko,Liberal
5824,Muenanabu,Compagnon,7.0,postive,Mot,Companion,Okanye na-isihlobo,Metgesel,Mogwera,Iqabane,Shamwari
5825,MuenaNsudi,Lépreux,-6.0,negative,Mot,Leper,-Madwangeni,Melaatse,Molephera .,Umntu oneqhenqa,Leper
5826,Muenapamuaba,Habitant,5.0,postive,Mot,Inhabitant,Owakhile,Inwoner,Modudi .,Abemi,Mugari
5827,MuenaStoiko,Stoïcien,6.0,postive,Mot,Stoic,Stoic,Stoïsyns,Stoic .,Isitovu,Stoic
5828,Muenatshinyangu,Abominable,-8.0,negative,Mot,Abominable,Kungeteki,Afskuwelik,Se se šišinyegago .,Amasikizi,Zvinonyangadza
5829,Muenatshipuamuoyo,Oublieux,-5.0,negative,Mot,Forgetful,-Khohlwayo,Vergeetagtig,Go lebala .,Ndiyalibala,Kukanganwa
5830,Muenatshiseke,Lunatique,-6.0,negative,Mot,Moody,Isihawu,Moody,Matepe,Moody,Moody
5831,Muenayenda,Pite,-4.0,negative,Mot,Pite,Zizobe,Pite,KUTHUTLO YA GO TLHOKA GO TLHOKA .,Pite,Pite
5832,Muendiwamasandimukaji.,Prostituée,-8.0,negative,Mot,Prostitute,Isifebe,Prostituut,Mogweba-ka-mmele .,Ihenyukazi,Pfambi
5833,Muengu(kupidianemuengu),Dégoût,-7.0,negative,Mot,Disgust,Ukucunula,Afgryse,Go hlaswa .,Intiyo,Kusemesa
5834,Muenji,Faiseur,6.0,postive,Mot,Maker,UMenzi,Maker,Modiri wa .,Umenzi,Mugadziri
5835,Muenjiwabibi,Pécheur,-8.0,negative,Mot,Fisherman,Umdobi wenhlanzi,Visserman,Mohlapi wa Dihlapi wa Dihlapi .,Umlobi,Hove
5836,Muenjiwabilengele,Bienfaiteur,9.0,postive,Mot,Benefactor,Umuphi,Weldoener,Mothuši .,Umncedisi,BHAIBHERI
5837,Muenjiwamalumabi,Malfaiteur,-8.0,negative,Mot,Malefactor,Isithukuthalo,kwaaddoener,Motho wa go rata go dira dilo tša go swana le motho yo a nago le bokgoni bja go swana le bja gagwe .,I-flafactor,Malefactor
5838,Muenjiwamikenji,Législateur,8.0,postive,Mot,Legislator,Obushayatha,Wetgewer,Molaodi wa Molao .,Umthetho,Legaislator
5839,Muenyi,Forain,4.0,postive,Mot,Fairground,Indawo ye-fair,Kermisterrein,Fairground .,Ibala leFieftional,Nzvimbo
5840,"Muenyi,muenanzubu",Hôte,6.0,postive,Mot,Host,Impi,Gasheer,Monggae,Umkhosi,Host
5841,Muenzeji,Auteur,7.0,postive,Mot,Author,Umlobi,Skrywer,Mongwadi,Umbhali,Munyori
5842,Mufalese,Philosophe,8.0,postive,Mot,Philosopher,Isixokelele,Filosoof,radifilosofi .,Isithandi-sobulumko,Muzivi
5843,Mufike,Ténébreux,-6.0,negative,Mot,Dark,-Hwelele,Donker,Leswiswi,Mnyama,Rima
5844,Mufitu,Obscurité,-8.0,negative,Mot,Darkness,Ubumnyama,Duisternis,Lefsifsi .,Ubumnyama,Rima
5845,Mufofo(muaku),Aveugle,-6.0,negative,Mot,Blind,-Ngaboniyo,Blind,Foufala,Ukungaboni,Bofu
5846,Mufuanangane,Semblable,5.0,postive,Mot,Similar,-Fanayo,Soortgelyk,Swanago,Efanayo,Zvakafanana
5847,Mufuba,Os,0.0,neutral,Mot,Bone,Ithambo,Been,Lerapo,Ithambo,Pfupa
5848,Mufudi,Ride,-4.0,negative,Mot,Wrinkled,Ehlanganiswe,Gerimpeld,Wrinkled .,Icinyiwe,Akapwanyika
5849,Mufue,Mort,-5.0,negative,Mot,Dead,-Fileyo,Dood,Hlokofetše,Ufile,Akafa
5850,Mufuidianganyiwaluse,Compatissant,8.0,postive,Mot,Compassionate,Ububele,Deernisvol,Nago le kgaugelo,Imfesane,Netsitsi
5851,Mufuki,Créateur,9.0,postive,Mot,Creator,UMdali,Skepper,Mmopi .,UMdali,Musiki
5852,Mufumbiwadima,Potier,6.0,postive,Mot,Potter,Umbunyomba,Pottebakker,Mmopi wa letsopa .,Umbumbi,Muumbi
5853,Mufundi,Scribe,7.0,postive,Mot,Scribe,Bhala umbhali,Skriba,Mongwadi .,Umbhali,Munyori
5854,Mufundu,Écriteau,5.0,postive,Mot,Sign,Bhala,Teken,Leswao,Uphawu,Chiratidzo
5855,Mufutshi,Rémunérateur,8.0,postive,Mot,Remunerative,-Hlelelayo,Besoldig,Moputso wa moputso .,Imbuyekezo,Mari
5856,Muibaki,Architecte,7.0,postive,Mot,Architect,Isazi sokwakha,Argitek,Moatšhiteke,Uyilo,Architect
5857,Muibi,Voleur,-8.0,negative,Mot,Thief,Isela,Dief,Lehodu,Isela,Mbavha
5858,Muibidi,Second,5.0,postive,Mot,Second,-Lekayo,Tweedens,Motsotswana,Isibini,Chepiri
5859,Muidikiji,Imitateur,6.0,postive,Mot,Imitator,Umshini wokulingisa,Nabootser,Moekiši .,I-imetitor,Kutevedzera
5860,Muikale,Situé,4.0,postive,Mot,Located,-Akhiwe,Geleë,E behilwe .,Ibekwe,Inowanikwa
5861,Muimbiwamisambu,Musicien,7.0,postive,Mot,Musician,Umculi,Musikant,Seopedi sa mmino .,Imvumi,Muimbi
5862,Muimitshisha,Enceinte,0.0,neutral,Mot,Pregnant,-Sindayo,Swanger,Imile,Ndikhulelwe,Nhumbu
5863,Muimpe(oleve),Franc,1.0,postive,Mot,Franc,Iphoyisa,Frank,Franc .,I-franc,Franc
5864,Muinda,Lampe,2.0,postive,Mot,Lamp,Ilambu,Lamp,Lebone,Isibane,Rambi
5865,Muinshimuamakasa,Plante,-2.0,negative,Mot,Plant,Tshala,Plant,Semela,Tyala,Chirimwa
5866,"Muinshimua,bukokeshi",Obligation,-3.0,negative,Mot,Obligation,Isibopho,Verpligting,Tlamego,Uxanduva,Chisungo
5867,Muisatu,Troisième,0.0,neutral,Mot,Third,-Esithathu,Derde,Boraro,Isithathu,Chetatu
5868,Mujadiki,Oculaire,0.0,neutral,Mot,Eyepiece,I-Eyepiede,Oogstuk,Selo sa mahlo .,Nyekwe,Eyepice
5869,Muji,Racine,0.0,neutral,Mot,Root,Impande,Wortel,Modu,Ingcambu,Midzi
5870,Mujikiji,Consommateur,0.0,neutral,Mot,Consumer,Umthengi,Verbruiker,Moreki .,Umthengi,Mutengi
5871,Mujinguludi,Interprète,2.0,postive,Mot,Interpreter,Umtoliki,Tolk,Mofetoledi,Itoliki,Muturikiri
5872,Mukaba,Ceinture,0.0,neutral,Mot,Belt,Isibhamba,Gordel,Lepanta,Ibhanti,Bhandi
5873,Mukaji,Épouse,5.0,postive,Mot,Marry,Gcagca,Trou,Nyala .,Tshata,Roora
5874,Mukaji(Nginabanza),Dame,4.0,postive,Mot,Lady,Owesifazane,Dame,Lekgarebe,Inenekazi,Mukadzi
5875,Mukajiwamulufuila,Veuve,-4.0,negative,Mot,Widow,Umfelwakazi,Weduwee,Mohwana,Umhlolokazi,Chirikadzi
5876,Mukalu,Confins,1.0,postive,Mot,Borders,Imingholo,Grense,Mellwane .,Imida,Miganhu
5877,Mukana,Bouche,0.0,neutral,Mot,Mouth,Umlomo,Mond,Molomo,Umlomo,Muromo
5878,Mukanda,Livre,3.0,postive,Mot,Book,Ibhuku,Boek,Puku,Incwadi,Bhuku
5879,Mukanda(mayi),Encre,0.0,neutral,Mot,Ink,Uyinki,Ink,Enke .,Inki,Ink
5880,Mukandamuvung,Rouleau,0.0,neutral,Mot,Roll,Qoqa,Rol,Kgokologa,Roll,Roll
5881,Mukandawabumanyishi,Lettrederecommandation,6.0,postive,Mot,Letter of recommendation,Incwadi Yokuncoma,Aanbevelingsbrief,Lengolo la kgothaletso .,Ileta yengcebiso,Tsamba yekurumbidza
5882,Mukawu,Jalousie,-6.0,negative,Mot,Jealousy,Umona,Jaloesie,Lehufa .,Umona,Godo
5883,Mukebi,Meneur,2.0,postive,Mot,Leader,Umholi,Leier,Moetapele,Inkokeli,Mutungamiri
5884,Mukelenge,Seigneur,3.0,postive,Mot,Lord,Ungqongqoshe,Here,Morena,Nkosi,Ishe
5885,Mukelenge(muanawa),Prince,4.0,postive,Mot,Prince,Inkosana yasebukhosini,Prins,Kgosana .,Inkosana,Prince
5886,Mukelengealuebiandi,Maranatha,5.0,postive,Mot,Maranatha,Imananatha,Maranatha,Maranatha .,Maranatha,Maranatha
5887,Mukelengemukashi,Reine,4.0,postive,Mot,Queen,Indlovukazi,Koningin,Kgošigadi,Ukumkanikazi,Mambokadzi
5888,Mukelengemunene,Roi,4.0,postive,Mot,King,Ingonyama,Koning,Kgošikgolo,Inkosi,Mambo
5889,Mukengeshi,"Bourreau,Persécution",-8.0,negative,Mot,"Executioner,Persecution","Umbulali, Ushushiso","Beul, vervolging","Mobolai,Tlaišo .","Umphathi, intshutshiso","Mukurukurei, Kutambudzwa"
5890,Mukengeshibue,Opprimé,-7.0,negative,Mot,Oppressed,Kucindezelwe,Onderdruk,O gateletšwe .,Icinezelwe,Kudzvanywa
5891,Mukenji,Commandement,2.0,postive,Mot,Command,Juba,Bevel,Laela,Umyalelo,Raira
5892,Mukenji,Messager,3.0,postive,Mot,Messenger,Isikhonzi,Boodskapper,Moromiwa .,Umthunywa,Nhume
5893,Mukenjimuela,Ordre,1.0,postive,Mot,Order,Hlela,Bestel,Tatelano,Iodolo,Kurongeka
5894,Mukese,Mineur,1.0,postive,Mot,Minor,Omncane,Minor,Nnyane,Mncinci,Diki
5895,Mukete,Dard,-4.0,negative,Mot,Dart,Umdweshu,Pyltjie,Dart .,Dart,Dart
5896,Mukinyibue,Haïssable,-9.0,negative,Mot,Hateful,-Enyanyekayo,Haatlik,Lehloyo la go hloya .,Intiyo,Kuvenga
5897,Mukishi,Fantôme,-5.0,negative,Mot,Ghost,Umoya omubi,Spook,Sepoko,Isiporho,Ghost
5898,Mukokeshi,Dominateur,-3.0,negative,Mot,Dominant,-Thelelayo,Oorheersend,Koketšwa,Ubukhulu,Simba
5899,Mukokomukaji,Brebis,2.0,postive,Mot,Sheep,Imvu,Skape,Nku,Iigusha,Gwai
5900,Mukole,Puissant,6.0,postive,Mot,Powerful,-Bukhali,Kragtig,Nago le maatla,Inamandla,Zvine simba
5901,Mukole(dina),Fortement,0.0,neutral,Mot,Strongly,Ngokuqinile,Sterk,ka matla .,Ngamandla,Zvine simba
5902,Mukonyiwabiseba,Corroyeur,-2.0,negative,Mot,Grinder,Isigaxa,Grinder,Setsi sa Setsi .,Grinder,Grinder
5903,Mukoso,Médisance,1.0,postive,Mot,Backbiting,-Bhekabule emuva,Agtergrond,Go backbiting .,Ukubuyisela umva,Kudzosera
5904,Mukumukaji,Belle-mère,0.0,neutral,Mot,Mother-in-law,Umamezala,Skoonma,Mmatswale .,Umazala,Vamwene
5905,Mukuabu,Autrui,0.0,neutral,Mot,Others,Abanye,Ander,ba bangwe .,Abanye,Vamwe
5906,Mukuatshibue(nemenjiamue),Animé,3.0,postive,Mot,Animated,Okwibizekile,Geanimeerde,Animated .,Iposti,Animated
5907,Mukuatshibue(nedinanga),Animé,,neutral,Mot,Animated,Okwibizekile,Geanimeerde,Animated .,Iposti,Animated
5908,Mukuatshikiwamaluvu,Ivrogne,-6.0,negative,Mot,Drunkard,Isidakwanke,Dronk,Letagwa la go tagwa .,Inxila,Chidhakwa
5909,Mukuatshishanganyiwamudimu,Collaborateur,3.0,postive,Mot,Collaborator,Umphathi,Medewerker,Modirišani .,Intsebenzo,Collaborator
5910,Mukuatshishi,Tuteur,2.0,postive,Mot,Tutor,Umfundisi,Tutor,Mohlahli,Umfundisi,Mudzidzisi
5911,Mukudi,Orateur,3.0,postive,Mot,Speaker,Isikhulumisi,Spreker,Seboledi .,Somlomo,Mutauri
5912,Mukuebe,Prochain,2.0,postive,Mot,Next,Olandelayo,Volgende,Latelago,Okulandelayo,NEXT
5913,Mukukuidi,Adorateur,3.0,postive,Mot,Worshiper,Umkhulekeli,Aanbidder,Morapedi .,Umnquli,Vanamati
5914,Mukulu(muaku),Ancien,2.0,postive,Mot,Ancient,-Daladala,Antieke,Kgalekgale,Amandulo,Yekare
5915,Mukumbane,Parfait,5.0,postive,Mot,Perfect,Gweda,Perfek,Phethegilego,Igqibelele,Kukwana
5916,"Mukumianganyi,mushipianganyi",Batteur,1.0,postive,Mot,Drummer,Umshayi wesigubhu,Tromspeler,Moletši wa meropa .,Idrummer,Drummer
5917,Mukumike,Abattu,-6.0,negative,Mot,Shot down,Adubule phansi,Afgeskiet,Thunya fase .,Dubula phantsi,Akapfurwa pasi
5918,Mukumu,Soufflet,-4.0,negative,Mot,Bellows,Amalobi,Balg,Di-Bellow .,Amagxolo,Belows
5919,Mukuna,Colline,2.0,postive,Mot,Hill,Ummango,Heuwel,Mmoto,Induli,Chikomo
5920,Mukunamukese,Coteau,,neutral,Mot,Hill,Ummango,Heuwel,Mmoto,Induli,Chikomo
5921,Mukungulu,Tonnerre,1.0,postive,Mot,Thunder,Ukuduma,Donderweer,Ledimo,Indudumo,Kutinhira
5922,Mukunzekunzu,Écarlate,0.0,neutral,Mot,Scarlet,-Dlolulekile,Skarlaken,Sekhubelu sa .,Umqolo,Scarlet
5923,Mûla,Myrrhe,3.0,postive,Mot,Myrrh,Myrh,Mirre,Myrrh .,Myrrh,MYRRH
5924,Mulalmiwanzubuwalukanu,Geôlier,-5.0,negative,Mot,Gaoler,I-gaerer,Gaoler,Gaoler .,Gaoler,Gaoler
5925,Mulambu,Impôt,1.0,postive,Mot,Tax,Intela,Belasting,Lekgetho la lekgetho .,Irhafu,Mutero
5926,Mulambuwakuoshapakapia,Holocauste,-8.0,negative,Mot,Holocaust,Ukuzwelongwa,Holocaust,Polao e Sehlogo .,I-Holocaust,Kuurayiwa
5927,Mulami,Berger,4.0,postive,Mot,Shepherd,Umalusi wezimvu,Herder,Modisa .,Umalusi,Mufudzi
5928,Mulamiwabintu,ÉcoMote,2.0,postive,Mot,EcoMote,Umlomona,EcoMote,Ecomote .,I-Ecome,Kurongeka
5929,Mulamiwabintubiamukelenge,Chambellan,1.0,postive,Mot,Chamberlain,IChamberlain,Chamberlain,Chamberlain .,Igumbi,Chamberlain
5930,Mulamiwabudimibuanvinyo,Vigneron,2.0,postive,Mot,Winemaker,Umberlathi,Wynmaker,Modiri wa beine .,I-wayimamarmaker,Winemaker
5931,"Mulamiwakutshibi,nsentedi(mulumeanyimukaji)",Portier,0.0,neutral,Mot,Porter,Othwala izimpahla,Portier,Porter .,I-porter,Porter
5932,Mulamiwatshibutshilu,Intendant,1.0,postive,Mot,Steward,Igosa,Rentmeester,Mohlokomedi .,Igosa,Mutariri
5933,Mulamiwatshilalabenyi,Hôtelier,0.0,neutral,Mot,Hotelier,Indilili,Hotelier,Modiri wa dihotele .,Inyukayo,Hotsier
5934,Mulamibue(kuikala),Gardé,1.0,postive,Mot,Guard,Vikela,Wag,Leta,Unogada,Chengetedza
5935,Mulawu,Malédiction,-9.0,negative,Mot,Curse,Qalekisa,Vloek,Rogaka,Phawula,Kutuka
5936,Mulayi,Promesse,5.0,postive,Mot,Promise,Thembisa,Belowe,Tshephišo,Isithembiso,Vimbiso
5937,Muledi,Parent,3.0,postive,Mot,Parent,Umzali,Ouer,Motswadi .,Umzali,Mubereki
5938,Mulema,Perclus,-5.0,negative,Mot,Crippled,Kukhubazekile,Kreupel,Go golofala .,Kuqhubekile,Zvirema
5939,Mulembakane,Inutile,-6.0,negative,Mot,Useless,-Ngenalusizo,Nutteloos,Hlokago mohola,Ayinamsebenzi,Zvisina basa
5940,Mulengele,Beau,5.0,postive,Mot,Beautiful,-Bukekayo,Pragtig,Botse,Entle,Runako
5941,Mulengeshi,Instructeur,4.0,postive,Mot,Instructor,Umfundisi,Instrukteur,Mohlahli .,Umhlohli,Murayiridzi
5942,Mulobi,Pêcheur,0.0,neutral,Mot,Fisherman,Umdobi wenhlanzi,Visserman,Mohlapi wa Dihlapi wa Dihlapi .,Umlobi,Hove
5943,Mulombi,Mendiant,-4.0,negative,Mot,Beggar,Isinxibi,Bedelaar,Mokgopedi wa go hlokomela batho .,Umvelisi,Mupemhi
5944,Mulombodi,Conducteur,2.0,postive,Mot,Driver,Umshayeli,Bestuurder,Mootledi .,Umqhubi,Mutyairi
5945,Mulondo,Cruche,,neutral,Mot,Jug,Ijug,Kruik,Jug .,Jug,Jug
5946,Mulondo(yabiseba),Outre,0.0,neutral,Mot,Besides,Ngaphandle,Buitendien,Ka ntle ga,Ngaphandle,Kunze kwezvo
5947,Mulondowaalabasta,Albâtre,3.0,postive,Mot,Alabaster,Ihalasi,Albaste,Alabaster .,Alabaster,Alabaster
5948,"Mulondo,mushete",Vase,4.0,postive,Mot,Vase,Ivasi,Vaas,Sebjanatsopa,Vase,Vase
5949,Mulongo,Classe,2.0,postive,Mot,Class,Bhanqa,Klas,Phapoši,Iklasi,Kirasi
5950,Mulongo,Rang,2.0,postive,Mot,Rank,Isikhundla,Rang,Maemo a .,Isikhundla,Chinzvimbo
5951,Mulopo,Ambassadeur,3.0,postive,Mot,Ambassador,Inxusa,Ambassadeur,Moemedi .,I-ambassiador,Mumiriri
5952,"Mulopo,Ngovena",Gouverneur,2.0,postive,Mot,Governor,UNdunankulu,Goewerneur,Mmušiši .,Irhuluneli,Gavhuna
5953,Mulotshiwabilota,Rêveur,1.0,postive,Mot,Dreamer,-Phobholile,Dromer,Molori wa Molori .,Iphupha,Kurota
5954,Muluate,Habillé,2.0,postive,Mot,Dressed,Ugqoke,Geklee,O apešitšwe .,Inxibe,Kupfeka
5955,Mulubu,Rapport,0.0,neutral,Mot,Report,Ukwenza umbiko,Rapporteer,Pego,Ingxelo,Chirevo
5956,Muluishi,Opposant,-2.0,negative,Mot,Opponent,Isitha,Teenstander,Moganetši .,Umchasi,Mupikisi
5957,Mulumbuludi,Magistrat,,neutral,Mot,Magistrate,Imantshi,Landdros,Mmakaseterata .,Umantyi,Magistrate
5958,Mulumbuluishi,Préteur,2.0,postive,Mot,Lender,Umlandeli,Uitlener,Moadimiši .,Umbolekisi,Lender
5959,Mulume,Mari,3.0,postive,Mot,Husband,Umyeni,Man,Molekane wa monna,Umyeni,Murume
5960,Mulumewangombe,Taureau,0.0,neutral,Mot,Bull,Inkunzi,Bul,Poo,Inkunzi,Nzombe
5961,Mulunda,Ami,4.0,postive,Mot,Friend,Umngane,Vriend,Mogwera .,Umhlobo,Shamwari
5962,Mulundawamubakiwamukashi,Filsdelachambrenuptiale,4.0,postive,Mot,Sonsofthebridalroom,Isoso-i-sonoftherloom,Seuns van die bruidskamer,Sonsoftheridalroom,Igumbi lokuthengisa,Savanakomanaguru
5963,Mulundawapamuoyo,Intime,3.0,postive,Mot,Respondent,Ophendula umxhwele,Respondent,Mongangišwa .,Ummangalelwa,Mupinduri
5964,Mumanyishi,Témoin,2.0,postive,Mot,Witness,Fakazela,Getuie,Hlatse,INgqina,Chapupu
5965,Mumiaminyi,Semeur,2.0,postive,Mot,Sower,Umfayi,Saaier,Mogopo .,Umhlwayeli,Sower
5966,Muminu,Gosier,0.0,neutral,Mot,Throat,Umphimbo,Keel,Mogolo,Umqala,Pahuro
5967,Munamukole,Chaud,2.0,postive,Mot,Hot,-Fudumele,Warm,Fiša,Ishushu,Kupisa
5968,Munanga,Bien-aimé,5.0,postive,Mot,Beloved,-Thandekayo,Geliefde,A rategago,Zintanda,Mudiwa
5969,Munangibue,Affectionné,4.0,postive,Mot,Affectionate,-Thandekayo,Aanhanklik,Go ba le lerato .,Nothando,Rudo
5970,Munda,Intérieur,1.0,postive,Mot,Interior,Indawo yangaphakathi,Binne,Ka gare .,Ingaphakathi,Zvemukati
5971,Mundamashi,Dysenterie,-6.0,negative,Mot,Dysentery,-Nesiko,Dysenterie,Letšhollo la go hloka mohola .,I-Dyentery,Dysentery
5972,"Munda,mudifu",Ventre,0.0,neutral,Mot,Belly,Isisu,Maag,Mpa,Isisu,Dumbu
5973,Mundankulu,Minuit,0.0,neutral,Mot,Midnight,Imaphakathi kwamabili,Middernag,Bošegogare,Ezinzulwini zobusuku,Pakati peusiku
5974,Mundidimbi,Ombre,-1.0,negative,Mot,Shadow,Ithunzi,Skaduwee,Morithi,Isithunzi,Mumvuri
5975,Munene,Principal,4.0,postive,Mot,Main,-Namandla,Hoof,Kgolo,Eyona nto iphambili,Main
5976,Munenewamasalayiabenalomo,Tu dis que ce n'est pas là,-3.0,negative,Mot,nah,nah,nee,Nah .,nah,Nah
5977,Munowi,Moissonneur,2.0,postive,Mot,Reaper,Imvume evela,Reaper,Reaper .,Umvuni,Anokohwa
5978,Muntu,Gens,0.0,neutral,Mot,People,Abantu,Mense,Batho,Abantu,Vanhu
5979,MuntuMuakane,Juste,5.0,postive,Mot,Just,-Qotho,Net,Fela,Nje,Just
5980,Muntumubi,,-8.0,negative,Mot,nah,nah,nee,Nah .,nah,Nah
5981,Muntumubi,Profane,-8.0,negative,Mot,Profane,Umlako,Profaan,Go gobogilego .,Hlazo,Profi
5982,Muntumubi(muaku),Injuste,-7.0,negative,Mot,Unfair,-Ngenaqiniso,Onregverdig,Go hloka toka .,Ayilunganga,Zvisina kunaka
5983,Muntumubi(mufidimulejingikadilu),Injuste,-7.0,negative,Mot,Unfair,-Ngenaqiniso,Onregverdig,Go hloka toka .,Ayilunganga,Zvisina kunaka
5984,Muntumukole,Hommefait,2.0,postive,Mot,Manmade,Mangalisa,Mensgemaakte,E dirilwe ke motho .,I-manmade,Manmade
5985,Muntumunene,Noble,4.0,postive,Mot,Noble,Umubi,Edel,Mohlomphegi .,Intle,Noble
5986,Muntunemukuabu,Mutuel,3.0,postive,Mot,Mutual,-Vumelanayo,Wedersydse,Mmogo,Mbini,Mutual
5987,Muntunemuntu,Individuellement,0.0,neutral,Mot,Individually,Nga nganye,Individueel,ka bomong ka bomong .,Ngokukodwa,Mumwe nemumwe
5988,"Muntuudimupudikile,nemupangedikima",Femmelette,-5.0,negative,Mot,Wifelette,Iwifelette,Vroulief,W i m e l e t t .,Inkosi,Mukadzi
5989,Muntuutshienakamama(mulumeanyimukaji),Virginité,3.0,postive,Mot,Virginity,Intombi,Maagdelikheid,Bokgarebe .,Ubuntombi,Humhandara
5990,Muntuwamunda,Hommeintérieur,2.0,postive,Mot,Maninterior,Isinantiso,Binnehuis,Mainerior .,Maninterior,Manintor
